Years,Emis
1885,881.025131226
1886,883.83921814
1887,886.933135986
1888,889.926213582
1889,893.156158447
1890,896.383183797
1891,899.666264852
1892,903.534194946
1893,907.274119059
1894,910.478134155
1895,913.225982666
1896,914.771092733
1897,916.27428182
1898,919.017227173
1899,922.281183879
1900,925.552113851
1901,928.800333659
1902,932.731160482
1903,936.783426921
1904,942.114267985
1905,947.443272909
1906,953.092422485
1907,959.156117757
1908,964.085296631
1909,969.398366292
1910,974.78708903
1911,979.465321859
1912,983.605860392
1913,986.242319743
1914,988.610880534
1915,991.461079915
1916,998.453821818
1917,1003.57055155
1918,1010.13044739
1919,1017.63036601
1920,1025.07032776
1921,1032.20033773
1922,1039.10025024
1923,1045.13006592
1924,1049.45003255
1925,1052.1599528
1926,1053.60010783
1927,1055.77056885
1928,1060.64036051
1929,1066.66032918
1930,1072.64011637
1931,1077.4902242
1932,1081.96022542
1933,1086.54033407
1934,1091.77029419
1935,1097.08012899
1936,1101.83030192
1937,1106.31998698
1938,1110.63079834
1939,1116.90967814
1940,1120.12017822
1941,1123.24050903
1942,1128.19015503
1943,1132.66015625
1944,1136.27006022
1945,1139.32036336
1946,1143.66049194
1947,1149.64029948
1948,1155.63016764
1949,1160.34994507
1950,1163.82056681
1951,1168.81011963
1952,1174.31088257
1953,1183.36065674
1954,1194.43060303
1955,1206.65092977
1956,1221.10079956
1957,1235.80018107
1958,1247.42048136
1959,1257.32007853
1960,1264.11987305
1961,1269.46152751
1962,1282.57128906
1963,1300.79057821
1964,1317.37045288
1965,1331.06028239
1966,1342.24050903
1967,1354.27155558
1968,1371.65046183
1969,1389.34175618
1970,1411.10051473
1971,1431.12096151
1972,1449.29001872
1973,1462.86067708
1974,1476.14090983
1975,1491.7409668
1976,1509.11095174
1977,1527.68094889
1978,1546.89089966
1979,1566.16085815
1980,1584.94073486
1981,1602.65062459
1982,1618.73053996
1983,1632.62014771
1984,1643.50085449
1985,1655.9104716
1986,1668.79114787
1987,1683.74978638
1988,1693.94092814
1989,1705.6304423
1990,1717.40067546
1991,1729.33055623
1992,1740.13926188
1993,1743.10068766
1994,1748.6203715
1995,1755.22962443
1996,1757.19059245
1997,1761.50107829
1998,1770.29067993
1999,1778.19951375
2000,1778.01012166
2001,1776.5307312
2002,1778.96094767
2003,1783.58981323
2004,1784.23028564
2005,1783.36043294
2006,1783.42122396
2007,1788.95131429
2008,1798.41964722
2009,1802.10118612
2010,1807.85066732
2011,1813.07019043
2012,1815.26123047
2013,1822.58084106
2014,1831.47099813
2015,1841.94596354
2016,1851.59406535
2017,1873.68919881
2018,1886.66098022
2019,1898.59054565
2020,1909.54056803
2021,1919.56062826
2022,1929.57076009
2023,1940.41078695
2024,1952.01083374
2025,1964.32086182
2026,1977.28090413
2027,1990.84093221
2028,2004.95092773
2029,2019.56099447
2030,2034.63100179
2031,2050.11106364
2032,2066.46122233
2033,2084.05124919
2034,2102.80131022
2035,2122.62137858
2036,2143.4113973
2037,2165.09147135
2038,2187.58150228
2039,2210.82149251
2040,2234.73173014
2041,2259.2409668
2042,2278.76981608
2043,2288.11946615
2044,2288.0489502
2045,2279.24851481
2046,2262.34816488
2047,2237.95774333
2048,2206.61739095
2049,2168.84712728
2050,2125.1067098
2051,2075.84686279
2052,2024.44723511
2053,1974.04721069
2054,1924.60725911
2055,1876.05730184
2056,1828.34736125
2057,1781.4473877
2058,1735.30740356
2059,1689.86745199
2060,1645.10744222
2061,1600.96765137
2062,1558.61790975
2063,1519.11805216
2064,1482.25815837
2065,1447.84825643
2066,1415.68837484
2067,1385.60846965
2068,1357.45853678
2069,1331.0786438
2070,1306.3387146
2071,1283.09879557
2072,1261.40890503
2073,1241.30897013
2074,1222.66904704
2075,1205.38909912
2076,1189.35917155
2077,1174.46921794
2078,1160.63926188
2079,1147.77932739
2080,1135.81935628
2081,1124.67940267
2082,1114.22941081
2083,1104.34943644
2084,1094.99946086
2085,1086.13948568
2086,1077.70950317
2087,1069.69950358
2088,1062.06952922
2089,1054.76957194
2090,1047.90960693
2091,1041.5296224
2092,1035.5896403
2093,1030.07965088
2094,1024.92965698
2095,1020.09969076
2096,1015.56969706
2097,1011.28971354
2098,1007.23973083
2099,1003.39972941
2100,999.72773234
