,ssp434,ssp460,ssp119,ssp126,ssp245,ssp585
2058,35.43941981955318,30.4173603086489,453.3509229945384,70.51884198769525,83.71204537871273,37.35402068735433
2059,36.45599638431378,31.077280762332588,453.0349465038279,74.40656947702651,89.28678678678752,38.53436770103469
2060,37.47257294907438,31.737201216016278,452.71897001311737,78.29429696635776,94.8615281948623,39.71471471471504
2061,38.789577227645964,32.40742126746273,453.0662207030731,86.3895415785724,106.5240240240249,40.543043043043376
2062,40.106581506217545,33.07764131890918,453.41347139302883,94.48478619078706,118.18651985318749,41.371371371371715
2063,41.42358578478913,33.747861370355636,453.7607220829846,102.5800308030017,129.84901568235009,42.19969969970005
2064,42.74059006336071,34.418081421802086,454.10797277294034,110.67527541521636,141.51151151151268,43.02802802802838
2065,44.057594341932294,35.08830147324854,454.4552234628961,118.770520027431,153.17400734067527,43.85635635635671
2066,45.374598620503875,35.75852152469499,454.8024741528518,126.86576463964565,164.83650316983787,44.68468468468505
2067,46.691602899075455,36.42874157614145,455.14972484280753,134.9610092518603,176.49899899900046,45.513013013013385
2068,48.008607177647036,37.0989616275879,455.4969755327633,143.05625386407496,188.16149482816306,46.34134134134172
2069,49.325611456218624,37.769181679034354,455.84422622271904,151.1514984762896,199.82399065732565,47.16966966967006
2070,50.642615734790205,38.4394017304808,456.1914769126748,159.24674308850425,211.48648648648825,47.99799799799839
2071,52.11910664186248,39.03745210863396,459.87330527505577,179.15126894488026,233.42509175842702,48.90890890890931
2072,53.59559754893476,39.63550248678712,463.5551336374368,199.0557948012563,255.3636970303658,49.819819819820225
2073,55.07208845600704,40.23355286494028,467.2369619998178,218.9603206576323,277.3023023023046,50.730730730731146
2074,56.54857936307931,40.83160324309343,470.9187903621988,238.86484651400832,299.24090757424335,51.64164164164207
2075,58.02507027015159,41.42965362124659,474.6006187245798,258.7693723703843,321.17951284618215,52.55255255255298
2076,59.50156117722387,42.02770399939975,478.2824470869609,278.67389822676034,343.11811811812095,53.4634634634639
2077,60.978052084296145,42.62575437755291,481.96427544934187,298.5784240831364,365.0567233900597,54.374374374374824
2078,62.45454299136843,43.22380475570606,485.64610381172287,318.4829499395124,386.99532866199854,55.285285285285745
2079,63.9310338984407,43.821855133859216,489.3279321741039,338.3874757958884,408.9339339339373,56.19619619619666
2080,65.40752480551298,44.41990551201238,493.0097605364849,358.29200165226445,430.8725392058761,57.10710710710758
2081,67.13065145361735,44.99135148483521,499.60025811746465,379.8525975148708,463.6027694361066,57.92625959292674
2082,68.85377810172173,45.562797457658036,506.1907556984444,401.4131933774771,496.33299966633706,58.7454120787459
2083,70.5769047498261,46.13424343048086,512.7812532794242,422.9737892400834,529.0632298965676,59.56456456456505
2084,72.30003139793048,46.70568940330369,519.3717508604038,444.5343851026898,561.7934601267981,60.38371705038421
2085,74.02315804603485,47.277135376126516,525.9622484413835,466.09498096529614,594.5236903570286,61.20286953620337
2086,75.74628469413923,47.848581348949345,532.5527460223633,487.65557682790245,627.2539205872591,62.02202202202253
2087,77.4694113422436,48.420027321772174,539.1432436033431,509.21617269050876,659.9841508174895,62.84117450784169
2088,79.19253799034797,48.991473294594996,545.7337411843228,530.7767685531151,692.71438104772,63.660326993660846
2089,80.91566463845236,49.562919267417826,552.3242387653024,552.3373644157215,725.4446112779506,64.47947947948
2090,82.63879128655672,50.134365240240655,558.9147363462822,573.8979602783278,758.1748415081811,65.29863196529917
2091,84.38806193119385,50.61143206373082,568.1543706885576,575.3846214305678,799.495328662002,66.42892892892947
2092,86.13733257583097,51.08849888722098,577.3940050308329,576.8712825828078,840.8158158158228,67.55922589255978
2093,87.88660322046807,51.565565710711134,586.6336393731083,578.3579437350478,882.1363029696436,68.68952285619008
2094,89.6358738651052,52.042632534201296,595.8732737153837,579.8446048872878,923.4567901234644,69.8198198198204
2095,91.38514450974232,52.51969935769146,605.1129080576591,581.3312660395277,964.7772772772853,70.9501167834507
2096,93.13441515437944,52.99676618118162,614.3525423999344,582.8179271917677,1006.0977644311062,72.080413747081
2097,94.88368579901656,53.47383300467178,623.5921767422097,584.3045883440077,1047.418251584927,73.21071071071131
2098,96.63295644365367,53.95089982816194,632.8318110844851,585.7912494962477,1088.7387387387478,74.34100767434161
2099,98.38222708829079,54.4279666516521,642.0714454267604,587.2779106484877,1130.0592258925687,75.47130463797193
2100,100.13149773292791,54.90503347514226,651.3110797690358,588.7645718007277,1171.3797130463895,76.60160160160223
